hgnc_id,symbol,locus_type,seq_region,start,stop
"42439","HHATL-AS1","RNA, long non-coding","3","42702541","42706776"
"42440","MYLK-AS1","RNA, long non-coding","3","123585300","123644568"
"42442","MTAPP1","pseudogene","3","158609610","158610857"
"42443","MTAPP2","pseudogene","3","189969030","189969861"
"42444","GRM7-AS3","RNA, long non-coding","3","6631008","6805479"
"42445","BSN-DT","RNA, long non-coding","3","49549306","49554366"
"42446","ALDH1L1-AS2","RNA, long non-coding","3","126180012","126210169"
"42447","TEDDM2P","pseudogene","1","182441577","182442362"
"42448","PGAM1P1","pseudogene","5","58161197","58161752"
"42449","PGAM1P2","pseudogene","9","35943210","35943934"
"42450","PGAM1P3","pseudogene","3","40322715","40323279"
"42451","PGAM1P4","pseudogene","3","9348443","9349192"
"42452","PGAM1P5","pseudogene","12","95551582","95673999"
"42453","PGAM1P6","pseudogene","2","23872268","23873014"
"42454","PGAM1P7","pseudogene","X","46646594","46647330"
"42455","PGAM1P8","pseudogene","11","65174117","65176470"
"42456","PGAM1P9","pseudogene","11","92366496","92367250"
"42457","PGAM1P10","pseudogene","6","73055097","73055857"
"42459","PGAM1P12","pseudogene","15","96441566","96442313"
"42461","PGAM1P13","pseudogene","8","107647279","107648032"
"42464","PGAM1P11","pseudogene","1","10058671","10059648"
"42465","PGAM4P1","pseudogene","X","54671985","54672638"
"42466","PGAM4P2","pseudogene","4","115764099","115764819"
"42467","PGAM5P1","pseudogene","5","109884610","109885423"
"42468","CYP4F60P","pseudogene","9","42950566","42951630"
"42469","CYP4F61P","pseudogene","","",""
"42470","LINC00342","RNA, long non-coding","2","95807052","95835003"
"42471","RNY4P21","pseudogene","","",""
"42472","RNY4P22","pseudogene","","",""
"42473","RNY4P23","pseudogene","X","70396279","70396375"
"42474","RNY4P24","pseudogene","13","52400004","52400099"
"42475","RNY4P25","pseudogene","1","151439000","151439095"
"42476","RNY4P26","pseudogene","","",""
"42477","RNY3P1","pseudogene","5","79170234","79170335"
"42478","RNY1P1","pseudogene","13","27402476","27402587"
"42479","RNY1P2","pseudogene","13","102016953","102017069"
"42480","RNY1P3","pseudogene","13","25950704","25950821"
"42481","RNY1P4","pseudogene","13","32763438","32763552"
"42482","RNY1P5","pseudogene","13","74289100","74289214"
"42483","RNY1P6","pseudogene","13","51586424","51586532"
"42484","RNY1P7","pseudogene","13","24703556","24703665"
"42485","RNY1P8","pseudogene","13","73227147","73227260"
"42486","RNY3P2","pseudogene","13","49095391","49095492"
"42487","RNY3P3","pseudogene","13","78355227","78355328"
"42488","RNY3P4","pseudogene","13","23152586","23152686"
"42489","RNY3P5","pseudogene","13","60789560","60789661"
"42490","RNY3P6","pseudogene","","",""
"42491","RNY3P7","pseudogene","13","77623372","77623472"
"42492","RNY3P8","pseudogene","13","95310830","95310955"
"42493","RNY3P9","pseudogene","13","40226827","40226932"
"42494","RNY3P10","pseudogene","13","69802940","69803041"
"42495","RNY4P27","pseudogene","13","95336106","95336201"
"42496","RNY4P28","pseudogene","13","60187738","60187830"
"42497","RNY4P29","pseudogene","13","58527655","58527751"
"42498","RNY4P30","pseudogene","13","49889634","49889728"
"42499","RNY4P31","pseudogene","","",""
"42500","LINC00343","RNA, long non-coding","13","105702699","105797539"
"42502","UBAC2-AS1","RNA, long non-coding","13","99181223","99200757"
"42503","LINC00345","RNA, long non-coding","13","52482804","52489216"
"42504","RNU1-24P","pseudogene","13","101778884","101779048"
"42505","RNU2-7P","pseudogene","13","20612161","20612338"
"42506","RNU2-6P","pseudogene","13","46374401","46374590"
"42507","RNU4-9P","pseudogene","13","21038529","21038667"
"42508","RNU4-10P","pseudogene","13","73191528","73191667"
"42509","HLX-AS1","RNA, long non-coding","1","220832763","220880140"
"42510","RNU5F-2P","pseudogene","1","179576268","179576349"
"42511","RNU5E-2P","pseudogene","","",""
"42512","RNU5E-3P","pseudogene","4","48574453","48574520"
"42513","RNU5E-4P","pseudogene","1","11909808","11909927"
"42514","RNU5F-3P","pseudogene","18","6017723","6017839"
"42515","RNU5A-2P","pseudogene","4","81334303","81334418"
"42516","RNU5F-4P","pseudogene","12","31594093","31594206"
"42517","DENND5B-AS1","RNA, long non-coding","12","31589923","31615666"
"42518","RNU5F-5P","pseudogene","","",""
"42519","RNU5A-3P","pseudogene","8","30643689","30643802"
"42520","RNU5E-5P","pseudogene","12","101466705","101466820"
"42521","RNU5A-4P","pseudogene","13","33829539","33829649"
"42522","RNU5E-6P","pseudogene","1","44819883","44819997"
"42523","RNU5F-6P","pseudogene","1","164351273","164351388"
"42524","RNU5F-7P","pseudogene","X","15916189","15916303"
"42525","RNU5A-5P","pseudogene","1","231670635","231670750"
"42526","RNU5E-7P","pseudogene","2","15864935","15865051"
"42527","RNU5A-6P","pseudogene","18","24124170","24124285"
"42528","RNU5E-8P","pseudogene","3","116965112","116965227"
"42529","RNU5A-7P","pseudogene","12","64228560","64228675"
"42530","RNU5A-8P","pseudogene","1","210374154","210374267"
"42531","RNU5F-8P","pseudogene","1","240653367","240653477"
"42532","RNU5E-9P","pseudogene","2","178142548","178142651"
"42533","RNU5E-10P","pseudogene","11","47576471","47576588"
"42534","RNU5D-2P","pseudogene","9","132421641","132421690"
"42536","CLCP2","pseudogene","13","114306646","114307066"
"42538","SLC20A1P3","pseudogene","15","19967414","19968352"
"42539","SLC20A1P2","pseudogene","14","106179554","106180519"
"42540","BTNL10","unknown","1","228510425","228512305"
"42542","RNU6-52P","pseudogene","","",""
"42543","RNU6-53P","pseudogene","13","28703702","28703807"
"42544","RNU6-54P","pseudogene","13","70459464","70459570"
"42545","RNU6-55P","pseudogene","13","18869185","18869291"
"42546","RNU6-56P","pseudogene","13","38779424","38779516"
"42547","RNU6-57P","pseudogene","13","41354557","41354659"
"42548","RNU6-58P","pseudogene","13","23217432","23217534"
"42549","RNU6-59P","pseudogene","13","21551304","21551410"
"42550","RNU6-60P","pseudogene","13","48987915","48988017"
"42551","RNU6-61P","pseudogene","13","80369426","80369534"
"42552","RNU6-62P","pseudogene","13","95019235","95019336"
"42553","RNU6-63P","pseudogene","13","27488138","27488232"
"42554","RNU6-64P","pseudogene","13","30281765","30281869"
"42555","RNU6-65P","pseudogene","13","51565412","51565509"
"42556","RNU6-66P","pseudogene","13","73112915","73113018"
"42557","RNU6-67P","pseudogene","13","83298071","83298167"
"42558","RNU6-68P","pseudogene","13","46410454","46410557"
"42559","RNU6-69P","pseudogene","","",""
"42560","RNU6-70P","pseudogene","13","27343687","27343746"
"42561","RNU6-71P","pseudogene","13","36267168","36267274"
"42562","RNU6-72P","pseudogene","11","72047873","72047951"
"42563","RNU6-73P","pseudogene","13","27828763","27828869"
"42564","RNU6-74P","pseudogene","13","41905118","41905224"
"42565","RNU6-75P","pseudogene","13","90781766","90781869"
"42566","RNU6-76P","pseudogene","13","18880054","18880157"
"42567","RNU6-77P","pseudogene","13","81265747","81265837"
"42568","RNU6-78P","pseudogene","13","25517119","25517225"
"42569","RNU6-79P","pseudogene","13","72881108","72881214"
"42570","RNU6-80P","pseudogene","13","72706017","72706123"
"42571","RNU6-81P","pseudogene","13","63783801","63783904"
"42572","RNU6-82P","pseudogene","13","28232501","28232607"
"42573","RNU6-83P","pseudogene","13","99025234","99025345"
"42575","RNU4ATAC3P","pseudogene","13","92059844","92059969"
"42586","RNA5SP18","pseudogene","1","228647912","228648032"
"42587","RNA5SP19","pseudogene","1","228555793","228555901"
"42588","RNA5SP20","pseudogene","1","77614869","77614952"
"42589","RNA5SP21","pseudogene","1","77779904","77779999"
"42590","RNA5SP22","pseudogene","1","78094807","78094915"
"42591","RNA5SP23","pseudogene","1","78375164","78375268"
"42600","RNA5SP24","pseudogene","13","19088487","19088581"
"42601","RNA5SP25","pseudogene","13","21369790","21369899"
"42602","RNA5SP26","pseudogene","13","37854852","37854970"
"42603","RNA5SP27","pseudogene","13","45551485","45551603"
"42604","RNA5SP28","pseudogene","13","50812988","50813106"
"42605","RNA5SP29","pseudogene","13","51027747","51027852"
"42606","RNA5SP30","pseudogene","13","57991350","57991464"
"42607","RNA5SP31","pseudogene","13","60613608","60613734"
"42609","RNA5SP33","pseudogene","13","79389534","79389631"
"42610","RNA5SP34","pseudogene","13","90135712","90135841"
"42611","RNA5SP35","pseudogene","13","94025470","94025598"
"42612","RNA5SP36","pseudogene","13","94651397","94651529"
"42613","RNA5SP37","pseudogene","13","97362972","97363101"
"42614","RNA5SP38","pseudogene","13","106155372","106155490"
"42615","RNA5SP39","pseudogene","13","108301212","108301331"
"42616","RNU7-87P","pseudogene","13","66630715","66630776"
"42617","RNU7-88P","pseudogene","13","59480070","59480132"
"42618","RNU7-89P","pseudogene","","",""
"42619","RN7SKP1","pseudogene","13","37166352","37166658"
"42620","RN7SKP2","pseudogene","13","40407122","40407440"
"42621","RN7SKP3","pseudogene","13","45060729","45061086"
"42622","RN7SKP4","pseudogene","13","45123093","45123414"
"42623","RN7SKP5","pseudogene","13","46249942","46250213"
"42624","RN7SKP6","pseudogene","13","56885284","56885602"
"42625","RN7SKP7","pseudogene","13","96949249","96949533"
"42626","RN7SKP8","pseudogene","13","98203835","98204192"
"42627","RN7SKP9","pseudogene","13","99205708","99206006"
"42628","RN7SKP10","pseudogene","13","109915096","109915420"
"42630","TBCAP1","pseudogene","X","33041395","33041721"
"42631","TBCAP2","pseudogene","1","14692129","14692613"
"42632","TBCAP3","pseudogene","4","98909537","98909848"
"42633","H2BP6","pseudogene","13","21483834","21484174"
"42635","POM121L13P","pseudogene","13","28778558","28778937"
"42637","WDR95P","pseudogene","13","31063306","31115699"
"42638","MOB1AP1","pseudogene","13","85968999","85969533"
"42639","MOB1AP2","pseudogene","X","37291168","37292227"
"42640","GTF2IP3","pseudogene","13","19026001","19032626"
"42641","ATP8A2P3","pseudogene","13","26094724","26154175"
"42642","HIGD1AP2","pseudogene","13","81272891","81273170"
"42643","PSPC1P2","pseudogene","13","24566843","24570728"
"42644","TPTE2P6","pseudogene","13","24408157","24597676"
"42645","UBBP5","pseudogene","13","87219004","87219269"
"42646","PPIAP27","pseudogene","13","20956179","20956443"
"42647","H2ACP1","pseudogene","13","36490078","36490441"
"42648","RPL36P19","pseudogene","13","43394525","43394825"
"42649","MRPS31P4","pseudogene","13","52600119","52637446"
"42650","POLR2KP1","pseudogene","12","49594091","49594258"
"42652","POLR2KP2","pseudogene","13","48134358","48134534"
"42655","KIRREL3-AS1","RNA, long non-coding","11","126543947","126610948"
"42656","KIRREL3-AS2","RNA, long non-coding","11","126940746","126945090"
"42658","LINC00348","RNA, long non-coding","13","71015042","71168417"
"42659","GPATCH11P1","pseudogene","3","73182501","73183291"
"42660","MEAF6P1","pseudogene","2","209178804","209182018"
"42661","PKP4P1","pseudogene","2","209178966","209181123"
"42662","ABCD1P5","pseudogene","2","91840601","91843802"
"42667","LINC00349","RNA, long non-coding","13","18538880","18551214"
"42668","LINC00350","RNA, long non-coding","13","19561328","19588603"
"42669","LINC00351","RNA, long non-coding","13","85363601","85544570"
"42670","LINC00352","RNA, long non-coding","13","23498796","23502874"
"42671","LINC00353","RNA, long non-coding","13","89548691","89553804"
"42672","LINC00354","RNA, long non-coding","13","111865136","111901264"
"42673","FAM205C","gene with protein product","9","34889066","34895764"
"42674","SMIM2-AS1","RNA, long non-coding","13","44110451","44240517"
"42676","FAM207CP","pseudogene","21","13792635","13793141"
"42678","LINC00358","RNA, long non-coding","13","61997136","62029572"
"42679","LINC00359","RNA, long non-coding","","",""
"42682","LINC00362","RNA, long non-coding","13","23169835","23170597"
"42684","LINC00363","RNA, long non-coding","13","93032972","93057926"
"42686","LINC00364","RNA, long non-coding","13","67326177","67379994"
"42687","LINC00365","RNA, long non-coding","13","30103178","30108895"
"42688","LINC00366","RNA, long non-coding","13","38567715","38622671"
"42689","LINC00367","RNA, long non-coding","","",""
"42690","LINC00368","RNA, long non-coding","13","111095838","111103097"
"42691","INTS6-AS1","RNA, long non-coding","13","51452364","51554678"
"42692","LINC00370","RNA, long non-coding","13","109281973","109297690"
"42693","C13orf42","gene with protein product","13","51082119","51200252"
"42695","LINC00373","RNA, long non-coding","13","88142867","88236082"
"42698","LINC00374","RNA, long non-coding","13","58211697","58233117"
"42699","LINC00375","RNA, long non-coding","13","85065087","85078920"
"42700","OBI1-AS1","RNA, long non-coding","13","77919689","78617328"
"42701","LINC00376","RNA, long non-coding","13","63183096","63328129"
"42703","LINC00377","RNA, long non-coding","13","81018176","81044691"
"42704","LINC00378","RNA, long non-coding","13","60618991","61176758"
"42705","LINC00379","RNA, long non-coding","13","91127613","91131407"
"42706","LINC00380","RNA, long non-coding","13","91087254","91089593"
"42707","NUP210P2","pseudogene","3","11900011","11901245"
"42708","LINC00381","RNA, long non-coding","13","74419158","74444735"
"42709","LINC00382","RNA, long non-coding","13","79872586","79918042"
"42710","LINC00383","RNA, long non-coding","13","69221866","69322190"
"42711","LINC00384","RNA, long non-coding","13","30151886","30159621"
"42712","NUP210P3","pseudogene","3","129323046","129325426"
"42713","LINC00385","RNA, long non-coding","13","30153744","30160592"
"42715","LINC00387","RNA, long non-coding","13","18672827","18676163"
"42716","LINC00388","RNA, long non-coding","13","18610298","18611675"
"42718","LINC00390","RNA, long non-coding","13","44094822","44147765"
"42719","LINC00391","RNA, long non-coding","13","94698725","94708475"
"42720","LINC00392","RNA, long non-coding","13","73564244","73588070"
"42721","LINC00393","RNA, long non-coding","13","73413473","73661891"
"42723","LINC00395","RNA, long non-coding","13","63667681","63738018"
"42724","LINC00396","RNA, long non-coding","13","110053285","110054952"
"42725","LINC00397","RNA, long non-coding","13","87801036","87803808"
"42727","LINC00398","RNA, long non-coding","13","30803206","30810645"
"42728","LINC00399","RNA, long non-coding","13","109400696","109401641"
"42729","LINC00400","RNA, long non-coding","13","43158631","43159466"
"42732","LINC00402","RNA, long non-coding","13","74231401","74259976"
"42733","SOX1-OT","RNA, long non-coding","13","112056845","112108015"
"42734","LINC00404","RNA, long non-coding","13","112105357","112106882"
"42735","SCGB1D5P","pseudogene","4","165517255","165517501"
"42737","ANKRD20A19P","pseudogene","13","23939557","23946782"
"42739","LINC00407","RNA, long non-coding","13","44651812","44701016"
"42740","LINC00408","RNA, long non-coding","13","18905419","18935554"
"42742","LINC00410","RNA, long non-coding","13","90890954","90926597"
"42743","NALCN-AS1","RNA, long non-coding","13","100708325","101059286"
"42744","LINC00411","RNA, long non-coding","13","100934023","100944553"
"42745","LINC00412","RNA, long non-coding","13","27236282","27250711"
"42748","LINC00415","RNA, long non-coding","13","26052276","26053385"
"42755","LINC00421","RNA, long non-coding","13","19345049","19346749"
"42758","LINC00423","RNA, long non-coding","13","32877431","32911650"
"42761","LINC00426","RNA, long non-coding","13","30340267","30377145"
"42762","LINC00427","RNA, long non-coding","13","30316360","30319903"
"42763","LINC00428","RNA, long non-coding","13","42842414","42842887"
"42765","LINC00430","RNA, long non-coding","13","86909586","86937108"
"42766","LINC00431","RNA, long non-coding","13","110965704","110990579"
"42768","LINC00433","RNA, long non-coding","13","88494789","88607814"
"42769","LINC00434","RNA, long non-coding","13","60214352","60214946"
"42770","LINC00598","RNA, long non-coding","13","40079106","40535807"
"42772","LINC00437","RNA, long non-coding","13","38533343","38545299"
"42773","MIR4500HG","RNA, long non-coding","13","87427214","87674235"
"42774","FGF14-IT1","RNA, long non-coding","13","102292327","102394519"
"42777","LINC00440","RNA, long non-coding","13","89181324","89280240"
"42778","RB1-DT","RNA, long non-coding","13","48296162","48303702"
"42779","LINC00442","RNA, long non-coding","13","19008259","19026802"
